SMILES,num_atoms,U0,gap
CC(C)(C)OCC=O,20,-386.14944,0.2294
CC#CC(C)C,16,-234.48618,0.3036
OC(CC#C)C#C,13,-307.2399,0.2843
CC1C(O)C1(O)C#N,15,-399.78696,0.257
CC1OCC(C=O)=C1,16,-383.7601,0.1827
CC1OCC1C=O,15,-345.64227,0.2153
OC1=CN=CN1,10,-301.378,0.247
N=COC(=O)CC=O,13,-435.77194,0.224
CCN1C=NC=C1C,18,-344.03336,0.2455
CC1(CCC1=O)C=O,16,-383.7634,0.1971
CC1OCC1=NO,14,-361.64832,0.2454
NC1=CC(CC1)=NO,16,-379.90808,0.1898
CC1CCC11CC1,19,-273.76453,0.3531
CCCCC(C)C=O,22,-350.22888,0.2267
CC1CC2(CN2)C=C1,19,-327.91638,0.2447
CN(CC#C)C=O,14,-324.56097,0.2703
CC1CCC(C1)C#C,20,-311.85938,0.311
CCC1=NC=C(N)O1,16,-379.96198,0.2208
CC1CC1(C=O)C#C,16,-346.5745,0.2191
CN(C)CCC#N,17,-305.90063,0.2654
OCC1(CC#N)CO1,15,-399.78574,0.3012
CCC1(CC1O)C=O,18,-384.9379,0.2299
CC(C)C(C)C#C,19,-273.76294,0.3149
CC(NC=O)C=O,14,-361.74942,0.219
CC1CC(C)N=CO1,19,-365.0929,0.2717
O=C1OC2(CC2)C=C1,14,-382.5757,0.213
OC12CC(C1)OC2=O,14,-419.69254,0.2786
CC1(CC1)C(=O)C#N,15,-362.67786,0.2064
CNC1=COC=C1,14,-324.58954,0.221
NC1=NC=C(O1)C#C,12,-377.52713,0.1905
OCC1CC(C1)C#C,18,-347.75354,0.303
CC1CC(=N)OCO1,17,-401.0194,0.2785
CC(CO)C(C)C#C,20,-348.97168,0.3097
CCC1=CNC(O)=N1,16,-379.97382,0.255
CC1(C)C2CCC12,19,-273.76126,0.3392
CCC1CC=C(C)C1,22,-313.1007,0.2597
O=CC1CCC1,14,-270.43124,0.2229
OCC1(O)CC1C#N,15,-399.79077,0.2979
COC1CC1(O)C#N,15,-399.7736,0.2687
CC1CCC(C)C1=O,20,-349.05298,0.2189
CN1N=CC=C1N,14,-320.77435,0.2438
N=C1CCOC(=O)O1,13,-435.791,0.2739
OC1CC2(O)CCC12,18,-384.90793,0.3145
CC1=C(OC=C1)C#N,13,-361.5128,0.2056
O=CC(=O)C(=O)C#C,10,-417.24576,0.1194
CC12COC1C(=O)C2,16,-383.71994,0.1992
NC(=O)CC(=O)C#C,13,-398.61255,0.173
COC1(CCO)CC1,20,-386.10855,0.3281
CN=CN(C=N)C=O,15,-396.00586,0.2253
CC1CC2CCC12C,22,-313.05624,0.3366
CCC1CN(C1)C=O,19,-365.07925,0.2664
CCC#CC#CC,15,-271.35178,0.2269
CC1OC(=N)CC1=O,15,-399.84305,0.2167
OCC1CC(=O)C=C1,16,-383.77075,0.1937
O=C1NCC2OC12,12,-360.52744,0.2514
CC1(N)COC1C#N,16,-379.90604,0.2588
CCN(C)CCC#N,20,-345.18964,0.2652
CC(=O)OCCC#N,15,-399.85385,0.2851
CN1CC(O)(C1)C#C,17,-363.79242,0.2459
CNC(=[NH2+])C([O-])=O,13,-377.81647,0.1971
OCCN(C=N)C=O,16,-417.08246,0.2157
CC1COC(C)C1=O,18,-384.97247,0.2163
CC1(O)CCC(=O)C1,18,-384.98022,0.2203
CN1N=CC(N)=N1,13,-336.82108,0.22
OCC1=CNN=C1,13,-340.6461,0.2558
OC1(CN2CC12)C#N,14,-378.67395,0.261
N#CC1C2CCN12,13,-303.46033,0.2668
COC(N)=NCC#N,15,-395.99908,0.2765
CC1(O)C2C3CC2C13,18,-347.72964,0.3284
OC1=CC=NC=C1,12,-323.43777,0.2417
CC(C)CNC(N)=O,20,-382.37415,0.3012
COCC(O)CC#N,17,-400.9999,0.317
COCC1CC1(C)O,20,-386.1126,0.325
CCOCC(O)C#N,17,-400.9941,0.2821
COCCC(C)C#C,20,-348.96298,0.3102
CC(C)(O)C(O)C=O,18,-422.09067,0.2307
C1CCC=CC1,16,-234.52063,0.268
CNC1=NNC=C1,14,-320.77032,0.2246
CCC1(CC1O)C#C,18,-347.7563,0.2897
CC1(C)OC2CC1C2,20,-348.99213,0.324
CC(C)C(=NO)C#C,17,-363.79446,0.2092
C1C2CC1O2,11,-231.06932,0.3346
CC12CC(O)CC1N2,19,-365.05887,0.2961
CC1(C)CC(=O)N1,16,-325.8129,0.2842
CC#CC#N,8,-208.86327,0.2494
O=C1CCC2(CN2)C1,17,-363.87027,0.2179
CCCC(CO)CO,22,-387.33615,0.3254
CC1CC(=NO)C1C,19,-365.01947,0.2495
N#CC1CC2CC12,14,-287.42563,0.311
C1C2C3OC2C13,12,-269.12958,0.3099
OCC1=NNC=C1,13,-340.6466,0.2649
O=CNCCC#N,13,-340.67667,0.2785
CC(O)(CO)C#N,14,-361.7182,0.298
C1OC1C1=NC=CN1,14,-378.7351,0.2381
CC1CC(O)CCO1,20,-386.1565,0.3269
CC1=COC(=C1)C#N,13,-361.51126,0.2027
OCC(OC=O)C=O,14,-456.8296,0.2264
OCC1CC1(O)C=O,16,-420.86328,0.2227
CC1=CNC(N)=C1C,18,-344.02908,0.2471
CCC1CC(CC)O1,22,-350.2062,0.3273
OCCCC(=O)C#N,15,-399.81357,0.1939
O1C2C3C2C2C1C32,13,-307.25323,0.3214
CCC1CC1(C)O,19,-310.91214,0.3244
CCN1CC1C#N,15,-304.68304,0.2692
O=C1NCC1C#N,11,-339.4648,0.2778
CN(CCO)C=O,16,-362.93033,0.2698
COCCOC(N)=O,17,-438.1668,0.3171
CCOCCC=O,17,-346.85742,0.2284
CNC(C=O)=NC,15,-341.83557,0.1615
CC1OC1(C)C(C)=O,18,-384.95346,0.2219
CC1C2CC1(O)C2,17,-309.67188,0.3381
CC1=CN=C(N1)C#C,14,-341.6006,0.1987
CC1(C)C2OC1C2O,18,-384.86426,0.3019
CCC(CC)C#N,18,-289.87347,0.349
CC(CO)CCC=O,20,-386.14957,0.2291
CCCOC(C)C#C,20,-348.96646,0.2929
CC12CC(C=C1)C2O,18,-347.7774,0.2379
CC#CC(C)CO,17,-309.69574,0.304
CC1(CC1)CC1OC1,20,-348.97302,0.346
ON=C1CC2NC12,13,-340.53638,0.2402
CC1CC(=O)OCO1,16,-420.9203,0.2727
CCC1=CNC=C1O,17,-363.8979,0.2371
CC1C(NC1=O)C=O,15,-399.8309,0.2144
CC1OC1CO,14,-307.5432,0.3423
CCC1(C)OCCO1,20,-386.157,0.3312
CC1(C)C2CC(O)C12,20,-348.97742,0.3197
C1CC2OCC1O2,15,-345.6633,0.3343
CC12CC1(C)N=CO2,17,-363.87314,0.2599
CC12CC(=O)C1(C)N2,17,-363.84866,0.2189
COC1CC1O,14,-307.5293,0.3028
OCCN1CC1,15,-287.6514,0.333
OCC1=CNC(=O)C1,15,-399.83838,0.2087
CN1C(N)=CC=C1O,16,-379.94583,0.2357
CC1OCC1=O,12,-306.36517,0.2252
CN=C(C#N)N(C)C,17,-360.0503,0.1924
CCNC(=O)C#CC,17,-363.87607,0.2333
CC(=O)CO,11,-268.30118,0.2437
CC1OCC11CN1,16,-325.72827,0.31
NC1C(CO)OC1=O,15,-436.94464,0.2475
CCN1CC1(C)C,20,-291.02423,0.3063
CC1(C)NCC1=O,16,-325.77823,0.2172
CC1=C(O)NN=C1,13,-340.6567,0.2514
COCCC(C)C,21,-312.11902,0.333
CC1(COC1=O)C#C,14,-382.5304,0.2633
C1CC2OC12,11,-231.10211,0.3468
OCC(OC=N)C#N,14,-415.85062,0.2853
CC1COCC(=O)C1,18,-384.9672,0.2117
OC12CC(C=C1)C=C2,16,-346.58563,0.2185
NC1=NC=NC(=N)O1,12,-410.88992,0.193
CC1CCC(C)(O)C1,22,-350.23306,0.3282
COC1OC(=N)C=C1,15,-399.81345,0.2201
COCC(=O)CC#C,16,-383.70288,0.2087
NC1(CC1)C(O)C#N,16,-379.9062,0.2674
CC(C)CC(C)=NO,21,-366.24066,0.255
CC1=C(N)OC(=O)N1,14,-415.91986,0.2393
CCNC(=O)CCO,19,-402.2323,0.2777
CCN1CC(O)C1=O,17,-401.01688,0.2669
O=CC1(CC#N)CC1,15,-362.67648,0.2262
CCC1CN1C,17,-251.72617,0.3065
CCC#C,10,-155.89734,0.3157
COC(C)(C=O)C#C,16,-383.69522,0.2051
COC(=O)CCCO,18,-422.10672,0.2842
CC(C)C(C)(C)C#N,21,-329.15903,0.3525
CC12CCCC1O2,17,-309.72827,0.3443
CNC1(CC1)C#N,15,-304.68396,0.2671
CC(O)CC1CN1C,21,-366.22946,0.2881
COCC(C)O,16,-308.75912,0.3359
FC1=CC=CC=C1,12,-331.41165,0.2343
C#CC1=CC=NN1,11,-302.28836,0.2132
CCOC(=O)C(C)C,20,-386.1928,0.2814
CC(C)(C#N)C(N)=O,16,-379.98074,0.278
CC1C(N)C1(N)C#N,17,-360.03027,0.2565
CC1(C)COC11CC1,20,-348.97815,0.3034
CN=C(NC=O)C=O,14,-415.88397,0.1791
C1C2COCCN12,16,-325.7398,0.2969
OC(C=O)(C#N)C#N,10,-413.4599,0.2285
OC1=NC(=O)C=CO1,11,-434.59564,0.2111
CC1COCC=C1C,20,-349.01953,0.2597
CC(C)C12CN(C1)C2,21,-329.0559,0.2933
OC1=NC=NN=N1,9,-371.5379,0.1675
CN=C1OC(=O)C=C1,13,-398.65436,0.1869
CC1CC1OC(C)=N,19,-365.06277,0.2794
C#CC12CC(O1)C=C2,14,-345.31393,0.2344
CN=C1CC2(CC2)O1,17,-363.8421,0.2707
OC(C#C)C1CO1,13,-344.38046,0.2845
COC(C)C(O)C#N,17,-400.9988,0.2982
NC1=CNC(C=O)=N1,13,-394.82632,0.155
OCC1CC2CN12,16,-325.71896,0.3106
O=C1CN=CO1,9,-321.2714,0.2478
N=C1CCCCO1,16,-325.8019,0.2772
OC1COC2(CC2)C1,18,-384.92374,0.2947
COCC1CC(C)C1,22,-350.19012,0.34
CC1CNC(=O)N1C,18,-381.17865,0.2948
CC1(CC#N)CN1,15,-304.6929,0.2946
CC1OC(=O)NC=C1,15,-399.8558,0.2271
CC(=O)C#CC1CO1,14,-382.5002,0.2045
CNC1=NC=CC=C1,16,-342.84845,0.1924
CC1=C(N)COC1=O,15,-399.8632,0.2148
O=C1OC=NO1,7,-357.17172,0.2672
COC(C)C1CO1,17,-346.8195,0.3415
NC1=NCC(O1)C#C,14,-378.70648,0.2486
OC1CCCC1O,17,-346.86545,0.3167
O=C1CCOCCN1,17,-401.03354,0.2665
OC1=CN=C(N1)C#C,12,-377.52216,0.1935
CC1NCC(O)C1=O,17,-401.0143,0.1985
O=CC1CN1,10,-247.18434,0.2258
CC1=CC=CC=C1C,18,-310.75116,0.2372
O=CC1CC(N1)C=O,15,-399.78815,0.2029
OCC(O)C1CO1,15,-382.75714,0.3299
CC1(O)C(O)C1C#N,15,-399.7934,0.2949
CCC(O)(CO)C#N,17,-401.01202,0.3112
NC1=NC(=CN1)C#N,12,-373.75858,0.2105
OC12CC1C(=O)C=C2,14,-382.54803,0.1849
CC1=CC(=CN1)C#C,15,-325.54294,0.2167
CC(O)C12CC(C1)C2,20,-348.9572,0.3293
CCC12CC(O1)C2=O,16,-383.69125,0.2438
CC#CC(C=O)C#N,13,-361.4508,0.2128
CC1=NC=CC=N1,13,-303.5609,0.2082
CCCC(C=O)C#C,18,-347.78476,0.2203
O=CNC1=CC=CO1,13,-398.65002,0.1987
CC1OC(C=C1)C#C,16,-346.57104,0.2532
CC(=O)N(C=N)C=O,14,-415.90048,0.2196
COC(=O)C#CC=O,12,-418.47208,0.2031
CCC1(CCO1)C#N,17,-363.8624,0.2834
NC1=CC(O)=NO1,11,-376.57047,0.2407
CC1CC(C)(N1)C#N,18,-343.9851,0.2712
CC1C(OC1=O)C#N,13,-398.6351,0.278
NC(=O)C(=O)C#C,10,-359.3178,0.1606
CCOC12CN(C1)C2,19,-364.98096,0.3219
CC(O)C(C)=NO,16,-362.8753,0.255
N=C1NC(=O)OC=N1,11,-430.78717,0.2173
COC(=O)CC1CC1,18,-384.9624,0.2846
O=C1NN=NO1,7,-353.32114,0.2397
OCC(NC=O)C#N,14,-415.88666,0.2755
CC1CNCC(=O)O1,17,-401.03372,0.2407
CC1=NC=CC=C1,14,-287.5088,0.2276
CCCC(C)OCC,24,-351.41678,0.3333
CC1CC1(N)C#N,15,-304.69418,0.281
COC(C)(CO)C#N,17,-400.99707,0.2955
C1CC2=CCOC12,15,-308.48608,0.2359
N=C1COCC(=N)N1,15,-395.9955,0.2391
NC(=O)OCCCO,17,-438.1747,0.3239
CC1COC1(C)C#N,17,-363.8636,0.2838
OC(CC#C)CC#C,16,-346.5308,0.2862
CC1N=CNC1=N,14,-320.78506,0.228
OC1CC2CCC12O,18,-384.90884,0.3015
CCC#CC=O,12,-269.2165,0.2053
CC1=CC(=O)NC=N1,14,-378.80258,0.1989
CN1C(CO)C1(C)C,21,-366.22974,0.2882
OC12CCC1COC2,18,-384.93155,0.3153
CC(O)(C=O)C1CC1,18,-384.9345,0.2152
CN1N=NC=C1N,13,-336.8111,0.2368
CC1CC=CC1=NO,17,-363.84543,0.1933
CCOC(=NC)C#C,17,-363.833,0.2273
O=CC(C#C)C#C,11,-306.04492,0.2157
N#CC1=NC=NC=C1,11,-356.50284,0.1918
NC1=COC(=N)N=C1,13,-394.79428,0.1444
CC1=CCOC1=O,13,-344.512,0.2313
OC1CNC(=O)C1,14,-361.75555,0.2766
CC#CC#CC(C)C,18,-310.6412,0.2274
CC(C)(O)C1CC1,19,-310.91153,0.3358
CC(C)(CCO)C=O,20,-386.14954,0.2285
CC(C)OC(C)=O,17,-346.90848,0.2846
CC(C)C(C=O)C#N,17,-363.89163,0.2232
CC(CN1CC1)C#N,18,-343.96967,0.2904
CC1(C)CCCC1O,22,-350.22696,0.3288
CC(O)(CO)CO,17,-383.98383,0.3115
OC12CC1(NC2)C#N,14,-378.67773,0.2349
CC12CC1OCCC2,20,-349.00198,0.3235
OC12CC1C1(O)CC21,16,-383.65228,0.2892
CC1(CC(=O)O1)C#N,13,-398.63968,0.2832
CCC(C)C(C)CO,24,-351.41025,0.341
OCCCC(O)C#N,17,-401.00055,0.2865
C1C2C3C=CC2C13,15,-271.3234,0.227
COCCC=O,14,-307.56354,0.2285
CC1=CCCCCC1,22,-313.09634,0.2526
O=CN1CCC1,13,-286.49878,0.2661
CC12OCC(O1)C=C2,16,-383.7373,0.2454
NC(C#N)C(O)CO,16,-417.0484,0.2884
CC12CC1OCC2,17,-309.71146,0.3134
OCC1NC1C=O,14,-361.6838,0.2226
CC(C)(O)C(=O)C=O,16,-420.89804,0.1429
CCCC(C)(O)CO,22,-387.34775,0.3157
CC1(C)C2NC(=O)C12,17,-363.86353,0.2513
CCC#CCC(C)O,20,-348.98862,0.2971
OC1(CC1C#C)C=O,14,-382.49957,0.2006
COC1C2OCC12C,18,-384.88123,0.2929
CCC(C)(O)C(C)O,22,-387.35205,0.3172
CC1CC(CO1)C#C,18,-347.78253,0.303
CC1C=CC2NC12,16,-288.6219,0.245
N#CC1(CCO1)C#N,12,-377.5075,0.2618
CC(O)C1CC1,16,-271.6199,0.3376
N=C1OC=COC1=O,11,-434.56058,0.1844
CCC1CNC(=O)O1,17,-401.06183,0.3141
CC1N2CC2C1=O,14,-324.54794,0.2189
COC(CC#N)C#C,15,-362.62747,0.2926
CC1CC2CC12,16,-234.47081,0.3435
NC(C#N)C1CO1,13,-340.61084,0.2964
CC1C(O)C1O,14,-307.54077,0.2838
NC(C=O)=NCC=O,14,-415.87772,0.1813
CC1C(=O)CNC1=O,15,-399.86703,0.2102
CC1CN=C(N1)C#N,15,-358.8697,0.1996
CCC(C)C(O)C#N,19,-365.08102,0.3101
C#CCC1(CN1)C#N,14,-341.5295,0.2916
CC1CC=CC(C)O1,20,-349.02545,0.2651
CN=C1CC(O1)C#N,14,-378.72256,0.2591
CC1CN1CC#N,15,-304.6776,0.2767
N1C=CN2C=CN=C12,13,-357.68774,0.2211
CC(=O)CCCO,17,-346.874,0.2352
CC(=O)C(=O)CCO,16,-420.90363,0.1583
CN1C=C(N)C=C1C,18,-344.0188,0.22
N=C1NC(=N)OCO1,13,-431.951,0.2575
CC12OC1C(=O)C=C2,14,-382.54465,0.1723
CCOC1CC1C,19,-310.9027,0.3331
CCNC(CO)C#N,18,-381.11877,0.2669
O=CNC1=CNC=N1,13,-394.84695,0.2192
CN1CC1C(C)(C)C,23,-330.29773,0.2903
COC(C)(C)C(C)C,24,-351.40845,0.3217
O=C1NC=CN=C1,11,-339.48987,0.1713
COC1C2COC12,15,-345.58612,0.2973
ON=C1CN2CCC12,16,-379.82605,0.2201
COC1C2CCC12C,20,-348.96918,0.3251
CN1C=CC(N)=N1,14,-320.77786,0.2302
O1C2C3C=CC2C13,13,-307.23282,0.2236
C1NCC2=C1OC=N2,14,-378.73044,0.2214
CCCCC(C)=O,19,-310.95453,0.2344
CN1CC1(C#C)C#N,14,-341.52338,0.2494
CCOC1CC(O)C1,20,-386.12146,0.3268
CC(C)(CO)N1CC1,21,-366.2269,0.2953
CC1(CCCO)CO1,20,-386.11984,0.3383
CC1CC1C(N)=O,16,-325.80768,0.2734
CC1COCC(O)C1,20,-386.15143,0.3129
OC1CC2(CC2)C1,17,-309.68942,0.3356
CC1(CCC1=O)C#C,16,-346.58163,0.2099
C1CC2OC3C1C23,15,-308.4836,0.3122
CC1=NC(C)=NC=C1,16,-342.85928,0.2092
CC1C(=O)OC11CC1,16,-383.75522,0.2813
CC1CC23CC(C2)N13,19,-327.78958,0.2871
C#CC1=NC=CC=N1,12,-340.39978,0.2006
CC(C)OCC#N,16,-325.7844,0.2923
OC1COC(=O)C1=O,12,-455.64902,0.1696
CC(N)C(N)C#N,16,-321.9583,0.2587
CC#CC(=O)C(N)=O,13,-398.62238,0.1628
NC1=CN=C(N1)C=O,13,-394.82242,0.1669
CC1CNCC(=O)C1,19,-365.0897,0.1981
CC1CNC(=N1)C#N,15,-358.86963,0.1986
FC(F)(F)CC=O,10,-490.8318,0.2297
NC(=O)N(C=N)C=O,13,-431.9875,0.2294
OCC1CN(C1)C=O,17,-400.99973,0.2668
OC(CC#N)C#C,12,-323.3473,0.2949
OC1CCC(C1)C#N,17,-363.89386,0.3209
CC1=CN=NN1,11,-281.47684,0.2527
O=C1COC1CC#N,13,-398.6022,0.2247
CC1CC2(NC12)C=O,17,-363.83435,0.2175
OC1COC1=N,11,-322.41293,0.284
N=C(CC=O)NC=O,14,-415.8951,0.2169
O=COC1(CC1)C=O,14,-419.68936,0.2297
OC1C2CC2(O)C1O,16,-420.83408,0.3015
N=C1NN=NC=N1,10,-351.64636,0.1588
NC(=O)NCCCO,18,-418.2922,0.303
O=C1OC2(CC12)C#C,12,-381.29825,0.247
ON=C1C2CCC1N2,16,-379.84244,0.2489
CC1NC1CC=O,16,-325.7616,0.2209
CC1(CN1)C1(C)CO1,19,-365.02155,0.316
CC1(C)COC1(C)C,22,-350.20438,0.3116
COC(=O)C(=O)C=O,12,-455.63837,0.1315
CC1CCC=C(C)C1,22,-313.10666,0.2616
CC1C=CC=CC=C1,18,-310.6897,0.1774
CC#CCC1CN1,16,-288.58865,0.2947
CC1OC1(CO)C#N,15,-399.78415,0.2896
CC1(CN1)C#C,13,-249.29305,0.2885
NC1CC1(O)C#N,13,-340.61813,0.2537
OC1COCCC=C1,18,-384.93246,0.2483
CCN(C)C(=N)C=O,18,-381.1256,0.1607
CC#CC(N)CC#N,16,-342.7698,0.277
CCC(OC)C#CC,20,-348.97723,0.2936
CC1=NCC(O1)C#N,14,-378.75546,0.2671
CCC1(COC1)OC,20,-386.10846,0.3205
CCNC(=N)C(C)=O,18,-381.15402,0.1706
OCC(CC#C)C#N,15,-362.63638,0.2961
CC1NC(=O)C=C1,14,-324.6293,0.2151
CC(=O)CCOC=O,16,-420.92047,0.2339
CC(C#N)C#CCO,15,-362.6385,0.282
OC1CCC1O,14,-307.55035,0.3067
NC(=[NH2+])C#CC([O-])=O,12,-414.63272,0.1245
CN1CCC1C#N,15,-304.68625,0.2536
CNC1=NCC(=O)N1,15,-396.0353,0.236
CC1(O)CC(C1)C#C,18,-347.76526,0.3
CC1CNC1(C)C#N,18,-343.98425,0.2735
CC12CC(=O)C1CO2,16,-383.7292,0.2177
CCC#CC(C)(C)O,20,-348.99,0.2932
CN(C)C(=O)C#N,13,-340.66812,0.2211
N=C(NCC#N)C#N,12,-373.71997,0.2181
NC(=O)NCC#C,13,-340.63705,0.289
OC1CC=CC1=O,13,-344.48434,0.1914
COC1(CC1C)C#N,17,-363.8544,0.2911
OC1CCN2CC12,16,-325.75122,0.2964
OCC1OCC1O,15,-382.75497,0.2972
CC1OCC1(O)C=O,16,-420.86182,0.2176
CC(C#C)(C#N)C#N,12,-340.35794,0.2943
COCC1(CO)CC1,20,-386.11246,0.3213
CC1CC(O)CC1O,20,-386.15778,0.3094
OC1(CC#C)COC1,16,-383.68008,0.282
CC(C)CC#N,15,-250.58519,0.3507
OCC(O)CCC#C,18,-384.90155,0.3091
NC1=CC(O)=CO1,12,-360.5289,0.2232
CC#CC(C)CCO,20,-348.98123,0.303
CC12COC1C2C=O,16,-383.70407,0.2122
C1CCN=COC1,16,-325.7845,0.2609
O=C1CCC=CCN1,17,-363.8994,0.2384
CCC(CC)CC,23,-276.2023,0.3891
OCC1COC(=N)O1,15,-436.95035,0.3087
CC12COC(=N)C1O2,15,-399.80072,0.2676
CC1CC2CC12C,19,-273.76578,0.3301
CC1(CO)CCCO1,20,-386.15332,0.3193
N#CCC1=COC=N1,12,-377.56522,0.249
CC12CC1(C)OCO2,18,-384.92944,0.3085
O=COC1CCC1,15,-345.66736,0.2864
CCN(C)C(=O)C#C,17,-363.85553,0.2194
OC1COCC1=O,13,-381.5993,0.2183
CNC(=O)NC=N,14,-357.9448,0.2423
CC1CCOCC1O,20,-386.15335,0.3242
CC1=NC=NC=C1O,14,-378.781,0.2103
CC1=C(O)N=C(O)N1,14,-415.90903,0.2345
COC1CCC(=O)O1,16,-420.92517,0.2781
CC12NC1CC2(C)C,21,-329.09818,0.2993
CCC(C)OC(C)C,24,-351.4202,0.3235
CC1COC(=N)C1O,17,-401.0227,0.2878
NC(C#N)C(O)C#C,14,-378.6794,0.2917
CCC12CC1(C)CC2,22,-313.0579,0.3217
CC1(C)CC=CC1O,20,-349.02045,0.2563
CC1(CC1)NC=O,16,-325.7926,0.276
CC1C2CC1C2,16,-234.44774,0.3939
CC1C2C(C)OC12C,20,-348.97733,0.3142
OCC(=O)C#C,10,-305.1303,0.2088
CC1(O)CCC1CO,20,-386.1264,0.3252
CCCC1=CN=CO1,17,-363.90512,0.242
CC(=O)C(=O)NC=O,13,-435.80316,0.1636
O=CCNC(=O)C=O,13,-435.7742,0.1729
N#CCC1=COC=C1,13,-361.502,0.2421
CCNC(=O)C(N)=O,16,-417.13672,0.2112
CCCC(=N)OC=O,17,-401.03415,0.2618
CC1C2CC1(C)C2,19,-273.74432,0.3785
CC1(CO)NC1CO,19,-402.16287,0.3051
CC1=CCCC(=O)C1,18,-347.85083,0.2236
CC(O)(CO)CC#C,18,-384.9081,0.3013
CC1CC=CC1O,17,-309.73117,0.2621
CCC(O)CCC#N,19,-365.08798,0.3231
O=CNC1=CN=CO1,12,-414.70355,0.2419
CC(CO)CCO,19,-348.0468,0.337
NC1=NC(N)=NO1,11,-372.76672,0.2447
C1C2OCC=CC12,15,-308.49997,0.2356
OC1=CC=C2CCN12,15,-362.6575,0.2367
COC(C)(C)C1CC1,22,-350.18472,0.3266
CCC(OC=O)=NC,17,-401.028,0.2608
N=C1OCOCC=C1,15,-399.80414,0.2136
CC1CC2(CC12)C#C,18,-310.6141,0.2708
CC1(COC1=O)C#N,13,-398.63437,0.2728
CCC#CCO,14,-270.3993,0.279
OCC1(O)COC1=O,14,-456.82556,0.2563
NC1(CC2OC12)C#N,14,-378.6814,0.2703
CC1=NCC(=O)O1,12,-360.5753,0.2496
CCCNC(C)C#N,20,-345.19534,0.2713
CCC12CC(C1)OC2,20,-348.98923,0.3125
N=C1OCCCCO1,17,-401.0107,0.2943
CC1=CC(C)=C(C)N1,19,-327.98578,0.233
NC(=O)C(=N)OC=O,12,-451.85083,0.2162
CC1COC(=O)O1,13,-381.64886,0.3319
CC1CC(=N)OC1=O,15,-399.86545,0.2627
CCC#CC1(O)CC1,18,-347.76443,0.2715
COCCC(C)=O,17,-346.86722,0.2348
CCCCN1CC1,20,-291.01602,0.3205
CC(OC=N)C#N,13,-340.64124,0.2832
O=CNC1=COC=N1,12,-414.71356,0.2179
OCC1CC(=O)CO1,16,-420.8921,0.2206
CC1C2(C)COC12C,20,-348.97876,0.309
CCC1CN1C=O,16,-325.77478,0.2531
OC1CCC1NC=O,17,-401.0111,0.2781
CN=C1OC=C(N)O1,14,-415.86426,0.2323
CC1CC(O)CC1=O,18,-384.97757,0.2202
OCC1=NOC=C1,12,-360.49698,0.2526
CC1OC1(CO)C#C,16,-383.67926,0.2826
CC1=NC=CN=C1C,16,-342.84952,0.2022
CC(CO)OCC#N,17,-400.99652,0.2777
CN1CC1C(C)=O,16,-325.76468,0.2032
OC1=CN=CC(=N)N1,13,-394.81406,0.1587
O=CCCC#C,12,-269.2069,0.2247
O=C1COC(C1)C#N,13,-398.625,0.2205
CC1(C)OCC1O,17,-346.84064,0.3065
CC(=O)NC(=O)C#C,13,-398.6171,0.1986
CC1(C)C2CC1(O)C2,20,-348.9565,0.3354
CC(NC(N)=O)C#N,15,-396.0367,0.2902
CC12COC1CCC2,20,-349.0122,0.3216
CC1=NOC=N1,10,-301.35754,0.2687
C1CC2=C(O1)C=CN2,15,-362.6839,0.2187
CC(C)CC#C,16,-234.47607,0.3143
N=C1OC=NC(=O)O1,10,-450.64236,0.2232
CC12NC1COC2=O,15,-399.81873,0.2539
CC1CN1C(N)=O,15,-341.85153,0.2879
O=C1CCC2OC12,13,-344.46268,0.2127
CCC(=O)CCC=O,18,-384.97763,0.2281
CN1C=C(O)C=C1C,17,-363.89685,0.226
CC1CC2CC2O1,17,-309.71188,0.3216
CC(OC=O)C#C,13,-344.43973,0.276
CC(C)C(C)CC#C,22,-313.04932,0.3134
CCN1CC(C)C1=O,19,-365.09695,0.2775
CC1=NC(N)=C(O)O1,14,-415.892,0.2076
CC1C(=O)C=CC1=O,14,-382.59607,0.1542
OC1COC2CC12O,16,-420.8464,0.2896
OCCC(O)C=O,15,-382.79044,0.2314
CNC(CCO)C#N,18,-381.10913,0.2709
CN=C1CC(C)CO1,19,-365.0899,0.2759
COC1=CC=NC=C1,15,-362.71506,0.2376
O=C1CNCCOC1,17,-400.9945,0.1973
CC#CC(C)CC=O,18,-347.79642,0.2191
CC(O)(CC#N)C#C,15,-362.6415,0.2955
OC1C=CCOC1=O,14,-419.7096,0.2516
COC(N)=NCC#C,16,-379.89053,0.2778
CCC1(CC)CC1O,22,-350.19662,0.3267
N=C1OC=CC=C1,12,-323.408,0.167
N#CC1CC1,10,-210.07147,0.322
C1OC11CC=CC1,15,-308.50894,0.2683
O=C1CCCNC1=O,15,-399.85477,0.18
CN1C=NC(O)=C1C,16,-379.9678,0.2234
N=C1OCC1NC=O,14,-415.87488,0.2713
CC12COC(O1)C=C2,16,-383.7345,0.2457
CCC1(CC1)C(C)C,24,-314.26984,0.3465
CC#CC1=CC=CO1,14,-345.41483,0.1944
COCC(C)(O)C#C,18,-384.89197,0.2959
CC(CO)(CO)C#N,17,-401.00644,0.3005
CC1=NC(O)=C(C)N1,16,-379.9797,0.2186
N1C=NC2=COC=C12,12,-377.5471,0.1893
CC1=CCCOC1=O,16,-383.79544,0.2228
O=CNC(C#C)C#C,13,-361.40433,0.2718
