SMILES,num_atoms,U0,gap
CC1C2(C)CCC12C,22,-313.05902,0.3192
O=C(C#N)N1CC1,11,-339.43118,0.2189
CC1CC2(O)CC12,17,-309.6882,0.3295
C1CC1OC1=CN=CO1,16,-437.88367,0.2341
O1C2C3C2C2C1C32,13,-307.25323,0.3214
CCC1=CNC(OC)=C1,20,-403.18094,0.2412
ON=C1C2CC=CC1N2,17,-417.9329,0.2356
OCC(=N[O-])C1C[NH2+]C1,19,-456.20227,0.1384
COC1C2NC1C2=O,15,-399.71857,0.2431
CCC1=C(N)ON=N1,15,-395.97012,0.2085
CCOC1=NC=C(N)N1,18,-435.3004,0.2428
C1COC2=CNC=C2C1,18,-401.99152,0.2302
CC#CCOCC#N,15,-362.63,0.2578
CCN1C=NC=C1CO,19,-419.24393,0.2405
N=C1C=COC(=C1)C#N,13,-415.63998,0.173
CCNC1=CON=N1,15,-395.95148,0.1889
NC1=COC(O)=NC1=N,14,-470.04288,0.1925
CC1=NNC(=N)C=C1,15,-358.86426,0.1573
CC1C2C3CC2N13,16,-288.5426,0.3179
COC(C)C=O,14,-307.5666,0.2269
NC1=C(CO)NC=N1,15,-396.0079,0.2136
OCC1(CC#N)CO1,15,-399.78574,0.3012
CCC1(O)CC1C#N,17,-363.86868,0.3075
CC1=C(NC=N1)OC=N,16,-434.0997,0.227
OCC1C2CCC12,17,-309.6787,0.3227
OC1C2CC3C2C13O,16,-383.67953,0.3165
CCC1C2OC(=O)C12,16,-383.74033,0.277
N=C1CC=CN1C=O,14,-378.76407,0.2023
NCC1=NC=NC(O)=N1,15,-450.18848,0.1991
ON=C1C2COCC1O2,16,-474.94104,0.2497
CC1=C(O)C=C(N1)C=O,16,-437.9422,0.1642
CNC1=NC(C=O)=CO1,15,-453.98602,0.1681
OC12C3CN=C1OC23,13,-398.4442,0.1557
O=C1NC(CC#C)=CO1,14,-436.704,0.2333
CC1CC1C#C,14,-233.25539,0.2907
CNC1=CC(N)=C(N)O1,18,-435.278,0.2122
CCC(C)(C)OC=O,20,-386.1779,0.2791
O=CC1(CCC1)C=O,16,-383.74527,0.2114
COC=NC1=NC=CN1,16,-434.10446,0.1833
OC1=CN(C=C1)C1CC1,18,-401.95782,0.2274
C1N=CNC2=C1NC=C2,16,-396.97452,0.2053
O=C1CCCCOC1,18,-384.95822,0.2157
NC1=C(C=O)C=C(O)N1,15,-453.98956,0.1692
COCC(C)NC=O,19,-402.2199,0.2819
O=C1NCC11COC1,15,-399.79037,0.2706
CN=C1OCC1C#C,15,-362.61658,0.2738
C1OC1C1C2CC1C2,18,-347.72208,0.358
CC(=O)NCCC=O,17,-401.0448,0.2224
CC1=C2N=CNC2=CN1,16,-396.9795,0.1914
COC1=C(NC=C1)C=O,16,-437.93018,0.1779
ON=C1C2CNC1CN2,18,-435.2003,0.231
CC1(C)OC1(C)C#N,17,-363.87253,0.2977
COC(C=O)C1CC1,18,-384.91852,0.2202
NC1=CN=CN=C1CO,16,-434.1158,0.1872
NC1=COC(CC=O)=C1,16,-437.91565,0.1746
NC1=C(C=CN1)C1CN1,18,-398.12842,0.2331
CC(OCCO)C#N,17,-400.9978,0.2758
CC1=CC=C(C)C(=O)O1,17,-421.90884,0.176
CN1CCC2=C1N=CO2,17,-418.02026,0.1916
CC1=C(N)NC(=O)C=N1,16,-434.13358,0.16
CC1CC1C(=O)C=O,16,-383.75333,0.1563
CC1=C(N)NC(=O)N=C1,16,-434.14532,0.1797
NC1=COC(=N)NC1=O,14,-470.0629,0.1764
CCCCNC(N)=O,20,-382.37268,0.3024
NC(=O)C(O)CC#C,15,-399.80243,0.2772
CC(C)N1CC1C,20,-291.02124,0.3051
NC(=O)CC1CN1,15,-341.8412,0.2735
CC1=CNC(=O)N1C=O,15,-454.02386,0.1887
CC(O)C(O)C=O,15,-382.797,0.2258
CCC(=O)COC=O,16,-420.91638,0.2313
CC1=COC2=C1C=CC2,17,-384.7267,0.192
CCC(CC#CC)=NO,20,-403.0932,0.2534
C#CC1CCCCO1,18,-347.77975,0.2872
NC1=C(N=CN1)C1CO1,16,-434.07547,0.2288
CC1C(C)C1(O)C=O,18,-384.9471,0.2163
[O-]C1=CC=NC=CC1=[NH2+],15,-416.86115,0.1604
NC1=CNC(O)=C1O,14,-415.8714,0.2242
CN1C(=O)OC(C)=C1N,17,-455.20416,0.2332
CC(=O)OCCCO,18,-422.1107,0.2852
CNC1=CNC(NC)=N1,19,-415.41513,0.2244
CNC1=C(C=O)N=CO1,15,-453.9798,0.1875
CC1(O)CCOC1=N,17,-401.0262,0.2879
CCC1CCC1=O,17,-309.73587,0.2193
OC1=CN=C2NC=CN12,14,-432.90125,0.213
O=CNCC#CC#C,13,-361.42892,0.2217
O=CCOCC1CC1,18,-384.9196,0.2291
CCCCCC(C)=NO,24,-405.52832,0.2559
CCN1C(C)C1CO,21,-366.2263,0.2798
CC12C3C4C3N1C24,14,-287.3185,0.2821
O=C1COC(=O)OC1,12,-455.6614,0.217
N#CC(C#N)N1CCC1,16,-396.91364,0.2431
NC1(CCC1)C#N,15,-304.6977,0.2934
CC(=O)CC(O)C#N,15,-399.82602,0.2349
CC(C)C1=NC=CN1,18,-344.03604,0.2515
N#CC1=CC2CN2C1,14,-341.5798,0.1915
CN(C)C1=COC(N)=N1,18,-435.29178,0.218
CC1(COC1)C1CO1,18,-384.89288,0.3164
N#CC#CCN1CCC1,17,-380.8275,0.196
CC12CC1OC2=N,14,-324.55124,0.2801
OCC1NC1CC=O,17,-400.97092,0.2206
CNC1=C(CO)OC=N1,17,-455.16138,0.1958
CCCC1=CNC=C1,19,-327.97202,0.2502
CC1=CC(=O)C=C(N)O1,16,-437.9494,0.2015
CC1=NC(N)=NC(=N)O1,15,-450.1934,0.189
NC1=CC=CC(N)=C1,16,-342.85403,0.2065
CCOC(C)=O,14,-307.61487,0.285
CC1C2(C)COC12C,20,-348.97876,0.309
CN1C=C(OC1=O)C#N,13,-452.80957,0.1906
O=CC1CCOC1,15,-345.6658,0.2282
CN(C)C1=CN=NO1,15,-395.95303,0.2052
OCC1CNC(=O)C1,17,-401.04263,0.275
CN=C(N)C(=O)C#C,14,-378.70178,0.1675
CC1=CN(C=C1)C(N)=O,17,-418.08884,0.2078
CC1OC11CCOC1,18,-384.92883,0.3266
NC1=COC=C1CO,15,-399.80734,0.2299
OC1=CC=NC=C1C=O,14,-436.75702,0.181
CC1=C(C)C(C=O)=CO1,17,-421.88272,0.1825
CC1OC2COCC12,18,-384.9322,0.3315
OCC1C2CC1OC2,18,-384.90314,0.3068
CNC1=C(O)C=C(O)N1,17,-455.15494,0.2329
O=C(C#C)C1COC1,14,-382.48758,0.1889
COC1COC(=O)C1,16,-420.91116,0.2786
[O-]C(=O)C12CC(C1)[NH2+]2,15,-399.72943,0.2156
CC(=O)CCC1CO1,18,-384.9421,0.2348
OCC1=COC(=C1)C#C,15,-420.61542,0.195
CC1=CNC(=O)N=C1,14,-378.79233,0.1753
CC1(C)OC2CC1C2,20,-348.99213,0.324
CCC1C2C3OC3C12,18,-347.71713,0.2852
C1C2CCC3OC1C23,18,-347.78763,0.3139
C1C=CC2=NC=NC=C12,15,-379.7455,0.1957
CC1=C(N)NC(=O)N1,15,-396.04187,0.2291
CCN1C=C(N)N=C1O,18,-435.31058,0.2304
CCN1N=COC1=O,14,-415.90094,0.2388
C1CC1N1C=NC=N1,15,-358.847,0.2601
CNC1=CN(C)C(C)=N1,20,-399.37067,0.2121
CC(C)C1=C(C)NC=N1,21,-383.33032,0.2434
CC12OC3CC1C2C3,18,-347.81454,0.3232
CC(O)C(C)(C)O,19,-348.06198,0.3261
NC(=O)N1C=CN=C1N,15,-450.20517,0.1888
CC1CC(C)(C1)C#C,20,-311.83658,0.3105
CC(O)C1COCO1,18,-422.07504,0.3327
N=C1CCC=CCO1,17,-363.86975,0.2504
CCN=COC=O,14,-361.73434,0.2403
CCC1=NC(OC)=CO1,18,-439.11823,0.2158
OC1=NC(=O)C=CC=N1,13,-452.78815,0.1606
CC1(CC(=O)O1)C=O,14,-419.71515,0.2217
C1C2NC3=CC=CN3C12,17,-380.87952,0.2256
CC(C)COCC#N,19,-365.07083,0.2926
N=C1OC=C(C=O)C=N1,13,-452.778,0.17
NC1=CC(=O)OC1,12,-360.56717,0.2229
NC(=O)C1(CN1)C#C,14,-378.69614,0.2598
CC12CC3C1N3C2,16,-288.5765,0.314
NC(CC#N)C#N,12,-319.57373,0.2767
O=CCN=C1OC=CO1,14,-473.83243,0.2116
COC1=C(C=CN1)C#C,16,-400.7437,0.2155
[O-]C(=O)C1C2CC1[NH2+]2,15,-399.70822,0.1795
CC1=COC(C=O)=C1,14,-382.5876,0.1852
OC1CCC11COC1,18,-384.9001,0.3035
OC(C1CC1)C1CO1,18,-384.89355,0.3221
ON=C1CCCCC1=O,18,-439.0755,0.1886
NC1=CC(=O)C=C(O)N1,15,-454.00803,0.2127
CC1=C(C=O)C(N)=CN1,17,-418.06793,0.1608
O=CC12CC3C1CC23,16,-346.53558,0.2169
CC1C=CC2OC12C,18,-347.80328,0.2452
CC1(CC#N)CC1O,17,-363.86343,0.3035
CN(C)C1=C(C)N=CO1,19,-419.23386,0.2399
CC(O)C#CCC=O,16,-383.71774,0.2206
ON=C1C2NC2CC1=O,15,-453.89456,0.1705
CCC1=CC(N)=C(C)N1,21,-383.31686,0.2192
CC1CC(=N)NC1=O,16,-379.99054,0.2499
CC12CCC1(N2)C#N,16,-342.7675,0.2851
NC1=CC=C(CC#C)N1,17,-380.86917,0.227
OC1CCC2CC1C2,20,-349.00372,0.3265
OC1CCC(O)C1,17,-346.86163,0.3287
O=C1CCC=C1C#N,13,-361.51755,0.1853
CCC(O)CCC=O,20,-386.15646,0.2299
CNC1=CN=CC(=N)O1,16,-434.08456,0.1484
CN=C1C=NON=N1,12,-410.73447,0.1641
CC12CC(C1)CCO2,20,-349.0023,0.3157
CCOC1=CN=C(C)N1,19,-419.24588,0.2429
OCC(O)COC=O,16,-458.01984,0.2799
N=C1OC=CNC1=O,12,-414.69583,0.1806
O=CNCC1CO1,14,-361.71185,0.2822
ON=C1CN2CC2C1O,17,-455.07388,0.2306
CC1C(=N)OCC1=O,15,-399.83884,0.2182
CN1N=CN=CC1=O,13,-394.80786,0.1678
C1OC11COC=NC1,15,-399.7834,0.2729
N=C(OC=O)C#C,10,-359.29764,0.2223
CC1CCCC1C=O,20,-349.03516,0.2256
CC1(C)C2OC1C2O,18,-384.86426,0.3019
CC(C=O)C1=COC=C1,17,-421.86322,0.2052
COCC#CC#N,12,-323.34412,0.2281
NC(=O)OC1CC1O,15,-436.95117,0.2905
O=C(C#C)C1=CNC=C1,14,-399.56778,0.1788
CCN1C(C)=CC=C1C,22,-367.2668,0.2306
CC(C)C(C)C1CC1,24,-314.2686,0.3599
CC(C)C(=O)C(N)=O,17,-401.06042,0.1759
C12C3C1N1C2C31,11,-248.01857,0.2821
C#CC1(CC1)C1CCC1,21,-349.90024,0.2932
CC1OC2(C)CC12O,18,-384.90494,0.2973
O=CC1COC(=O)O1,12,-455.66434,0.2219
CC1CC1(O)C#N,14,-324.5752,0.2942
OCC1C2CCOC12,18,-384.91705,0.3199
CC1C2COC(C)C12,20,-349.00485,0.3246
O=C1CCC(=O)NC1,15,-399.8633,0.2173
CC#CC1OC1C#C,14,-345.31677,0.2552
N=CNC1=NNC=N1,13,-390.98328,0.2244
CC1=NC(N)=CO1,13,-340.67474,0.2145
CN=C(N)C(=O)CO,16,-417.07712,0.1855
OCC(NC=O)C#C,15,-399.781,0.2752
COC(=O)C=O,10,-342.32922,0.1821
N=C(C=O)N1CCC1,16,-379.91507,0.1712
CCC1=C(NC=N1)C#C,17,-380.89212,0.2049
NC1=CC(=O)C=C(O)O1,14,-473.87842,0.2106
O=C1CCC(C1)C#C,16,-346.60645,0.2215
OC12C3C1N1CC3C21,15,-362.55463,0.2887
CC1=CC=NO1,11,-285.2939,0.2456
OCC1=CCNC1=O,15,-399.84238,0.2259
CNC1=CN=CO1,13,-340.65457,0.2189
N#CC1C2C3CC1C23,15,-325.4889,0.2962
CCC1(C)CC(=O)N1,19,-365.09995,0.2831
CC(=NO)C1(C)CC1O,20,-440.23407,0.2359
C#CC12C3C1N1CC2C31,16,-363.48203,0.2466
CCNC(=O)N1CC1,18,-381.13416,0.2821
CC12OC3C1COC23,16,-383.67807,0.3104
COCC1=CNC(O)=N1,17,-455.1739,0.2545
NC=NC1=CN=C(N)O1,15,-450.1706,0.1707
OCCCC(O)C#N,17,-401.00055,0.2865
CC1=NNC=CC1=NO,16,-434.04092,0.1686
O=C1OC=CC=N1,10,-359.36127,0.1844
OCC1=NC(=CO1)C#C,14,-436.67896,0.214
N=C1C=COC(=C1)C#C,14,-399.5397,0.1744
CC1=NC(CO1)C=O,15,-399.8321,0.2136
CCC(C)(O)C=O,17,-346.86905,0.226
CCC(=O)CCOC,20,-386.15637,0.2353
CC(C)OCCCO,22,-387.33548,0.3259
O=C1CC2(CN12)C#C,13,-361.4062,0.2309
OCC(CO)CC#C,18,-384.89795,0.2997
CN1C=NC2=CNC=C12,16,-396.9699,0.1966
CNC1=NC(=O)OC=C1,15,-454.0134,0.2057
CN1N=NC(O)=C1C,15,-395.9897,0.2217
CN1CC1(C)CCO,21,-366.2292,0.3037
C1CC2OC3C1C3O2,16,-383.7329,0.3084
CC(OC=N)C1CN1,18,-381.091,0.2614
OC1=NNC(=O)O1,9,-412.548,0.2664
OC1=CNC=C1,11,-285.3164,0.2364
CC1=C(N)C(O)=C(N)O1,17,-455.16272,0.2138
CC1(C)CC(C=C1)=NO,20,-403.13513,0.1925
OC12C3NC1C=CC23,15,-362.61072,0.2274
CC(C#C)C1CN1C,19,-327.85995,0.2754
OC1COCC1=O,13,-381.5993,0.2183
COC1=C(C)NC(N)=C1,19,-419.23026,0.219
CC(CO)CC(C)=NO,22,-441.44974,0.2544
CC(C)(CO)C1CC1,22,-350.19107,0.337
CNC1=CC=C(O)C=C1,18,-402.00998,0.1838
NC1=NCC(=O)C1=O,12,-414.69528,0.1182
N#CC1=C(N=CN1)C#N,11,-410.6518,0.1982
CC1=C(CO)N=CN1,16,-379.96176,0.2404
C#CC1(CCCC1)C#C,19,-348.69946,0.2886
CCC1(O)COC1=O,16,-420.9007,0.2611
CC(C)C(CCO)=NO,22,-441.44385,0.2538
NC1=C(O)OC=NC1=N,14,-470.03256,0.1644
C#CC1(C#N)C2CC1C2,16,-363.5349,0.2807
FC1=CN=CC=C1,11,-347.45667,0.2262
CCN(CC#N)C=O,16,-379.9582,0.2717
CC1C2C(O)C1C2O,18,-384.87482,0.3167
CC1=C(C=CO1)C1CO1,17,-421.83655,0.2307
CC(C)C#CC(N)=O,17,-363.87778,0.2337
CC12CC(CO1)C=C2,18,-347.80997,0.247
CC1C=CC2CC12O,18,-347.79895,0.2453
C#CC12NC1C1NC21,14,-341.433,0.2277
OCC1=COC(=N1)C#C,14,-436.67395,0.1966
COC12CC1OCC2,18,-384.91168,0.3157
CNC(C)C(F)(F)F,16,-511.42642,0.3089
CN1CC1(C)CC#C,19,-327.8657,0.2794
NC=[NH+]C1=C([O-])C=CO1,15,-453.93427,0.1168
CCC1C2C3CC1N23,19,-327.87143,0.3118
C1OC2=CNC=C2C=C1,16,-400.78613,0.1895
OCC12CC(C1)CO2,18,-384.91583,0.3272
CC#CC(O)C1CN1,17,-363.80246,0.2679
CC12CC=CC1O2,15,-308.51312,0.2467
CC1(C)OCC=C1,17,-309.73135,0.2492
OC1=NC(=N)N=CC=C1,14,-432.89212,0.1628
OC1CCC2NC12,16,-325.76193,0.3096
CC1CC2=CN=C(O)N12,17,-418.01923,0.2515
COC1=CC=NC(O)=N1,15,-454.01697,0.2198
C1C2CN1C1=C2OC=N1,15,-416.73672,0.2136
CC1=CN=C(CC#N)O1,15,-416.86426,0.2334
COC(=O)C1COC1,16,-420.88156,0.2505
OC1C2NC2C1O,14,-361.6562,0.2977
CCC12CC1(O)CC2,20,-348.98105,0.3198
NC1=CNC2=C1NCC2,18,-398.14426,0.2225
CN=COC=O,11,-322.44272,0.2532
COCCCC1CO1,20,-386.1063,0.342
CCCC(C)O,18,-272.84457,0.3352
NC1=CNC2=C1C=CN2,16,-396.96213,0.2177
CCOC1=C(O)N=CN1,17,-455.16974,0.2245
OCC1=NC(O)=NO1,12,-451.7906,0.2433
CC1(CCO1)C=O,15,-345.64703,0.2128
NC1=C2CC=CC2=CN1,17,-380.90976,0.1936
N=C1C=NON=N1,9,-371.44922,0.1747
CC1CC11COCO1,18,-384.92358,0.3283
CC1=NC=C(O1)C#N,12,-377.5761,0.2084
CC1CCCC1C#C,20,-311.8586,0.3062
CC1COC(=O)C1=NO,16,-475.01898,0.1975
N#CC#CC#CC1CO1,12,-398.2844,0.1832
O=CC12COCC1O2,14,-419.66263,0.2134
CC1OCC2=C1C=CN2,18,-401.98016,0.24
CC(=O)C1=C(C)NC=N1,17,-418.08563,0.2046
CCC1=NON=C1N,15,-395.95084,0.2198
C#CC1(C#N)C2COC12,14,-399.47028,0.2567
N=COCCCC#C,17,-363.8247,0.2827
OC1CC2CCC1C2,20,-349.0274,0.3331
CCC1OC1(C)CC,22,-350.2061,0.3425
C1CC2CCC1C=C2,20,-311.89758,0.265
OC(COC=N)C=O,15,-436.9371,0.2277
OC(C=O)(C#C)C#C,12,-381.2545,0.2168
O=CC1=COC(=C1)C#N,12,-435.53427,0.1935
CC(O)CC(C)CO,22,-387.34262,0.3276
OC1C2NC1C2C=O,15,-399.72433,0.205
NC1=CC(O)=NN=C1,13,-394.8134,0.2001
CC(C)C1(O)COC1,20,-386.12265,0.3076
CC1C=CC2=C1N=CO2,16,-400.7809,0.1817
OC1C(OC1=N)C=O,13,-435.7249,0.2191
CC12CC3C(C=C1)N23,17,-326.6918,0.2177
O=C1CN2CC2C=C1,15,-362.66193,0.164
OCC1=NC=NO1,11,-376.5647,0.2519
CN1C=C(CO)C=C1O,18,-439.10892,0.2352
CCN1C=C(N)N=C1C,20,-399.37918,0.2154
CC1=CC(N)=CC=C1O,18,-402.02246,0.189
CC(O)C1OC1CO,18,-422.04477,0.3261
O=C1NC2CCC1C2,17,-363.9178,0.2653
CC12CC(CO)(C1)C2,20,-348.959,0.3379
[O-]C(=O)CCNC=[NH2+],16,-417.0341,0.0766
OC1CC(O)C1C#N,15,-399.79626,0.2882
CC12C(O)C1CC2=O,16,-383.73062,0.2324
O=CNC1=CNC(=O)N1,14,-470.08502,0.1766
OC1C2C3C2C2C3C12,16,-346.5523,0.3018
CCCC1=CC(N)=CO1,20,-403.18246,0.2192
COCC1CC1C,19,-310.89545,0.3379
CNC1=NC=CC=C1N,18,-398.1916,0.1919
CC1(C#N)C(N)C1O,16,-379.91354,0.2787
C1NC1C1=CNN=C1,15,-358.83112,0.2502
OC1CC(O)(C1)C#N,15,-399.79202,0.2777
COC1(CC=O)CC1,18,-384.92245,0.2251
CCCC1=COC=C1C,21,-387.13382,0.2413
NC1=CC(OC=N)=CO1,15,-453.9562,0.208
OCC(O)COC=N,17,-438.11664,0.2798
CC1=C(C=O)C=CN1,15,-362.7238,0.1963
CC(O)C1CC1O,17,-346.82938,0.3263
CC(C)(C#C)N1CC1,19,-327.86517,0.2817
CCC1=CN=NO1,13,-340.62378,0.2344
NC(C#C)C1=CN=CO1,15,-416.78708,0.239
CCC1(C)CC1CO,22,-350.19318,0.3346
N=C1OC(=O)ON=N1,9,-466.62375,0.1902
N=C1NN=NNC1=N,12,-406.9665,0.2019
OCC1CCC1O,17,-346.83118,0.3241
CC1=CN=C(C)C(=O)N1,17,-418.088,0.1715
CN1C(CO)=CN=C1C,19,-419.25064,0.2345
OC1CN(C=N)C1=O,14,-415.86533,0.2189
CC(=O)NCC#N,13,-340.68207,0.2732
CN1CCCNC1=O,18,-381.17575,0.2857
C1CC1C1=NOC=N1,14,-378.71103,0.244
OCC#CCC1CN1,17,-363.79382,0.2784
CC(=O)NC(=N)CO,16,-417.09818,0.2448
C1CC2=C(C1)C=NO2,15,-362.66574,0.2333
CC1NC(=O)C1C=O,15,-399.83054,0.222
OC1C2CN2C11CC1,17,-363.79263,0.3011
C1CNC2=C(C1)C=CO2,18,-401.98798,0.2167
CC1(O)CN2C=NC=C12,17,-418.0088,0.2522
CN1C2CC(O)CC12,19,-365.037,0.2844
O=C1CC2NC2CO1,15,-399.80988,0.2721
O=CC1=CC=C(O1)C#N,12,-435.5354,0.1748
CCOC(CC)CC,24,-351.41476,0.3245
CCOCCOCC,22,-387.3297,0.3363
CC1(CC1)N1CC1,18,-289.7942,0.3114
CN=C1C=COC(C)=N1,17,-418.04495,0.2011
C1OC2=CC=CC=C2O1,15,-420.69266,0.2079
CC1=CN=C(C)N=C1,16,-342.85565,0.2069
CCC1=CC=C(NC)O1,20,-403.1807,0.2132
NC1=CNC(=O)C(=O)O1,13,-489.94092,0.1548
CC(=O)C1COC1=O,14,-419.72162,0.2286
N#CC#CCCC1CC1,18,-364.79355,0.2435
CCC12CC1NC2=O,17,-363.86307,0.2526
N#CC1CCC2CC12,17,-326.7477,0.3273
CNC(C#N)C1CN1,17,-360.01154,0.2731
CC(C)N1C=CC=C1C,22,-367.2628,0.2394
CN1C(=O)C=NC=C1C,17,-418.07242,0.1664
CC1CNCC(=O)N1,18,-381.16037,0.2466
CC1CC(C)=CCO1,20,-349.02667,0.262
COC(=O)CN(C)C,19,-402.2137,0.2309
CC1C(O)C1(O)CO,18,-422.05084,0.2922
CNC1=C(N=CN1)C#N,15,-413.03604,0.2128
OC1=NC=CN1CC#N,14,-432.90994,0.2266
CC1=CN=C(C)C(C)=N1,19,-382.14685,0.2008
CC1CC2OC12C#C,16,-346.53568,0.2631
FC1=CN=NNC1=N,11,-434.83252,0.17
NC1=CNC(C=O)=C1,14,-378.77188,0.1569
C1CC1C1CCCC1,22,-313.07678,0.3501
O=CCN1CC=CC1,17,-363.8599,0.192
OCC1(CNC1)C#N,16,-379.90158,0.2661
CCC#CC1=CC=CN1,18,-364.83636,0.1999
CCN(C)C(N)=O,17,-343.07654,0.2915
CC1OC2(CO)CC12,18,-384.89554,0.3016
N=C1OC2(CC12)C#N,12,-377.49698,0.2597
CNC1=NC=CNC1=O,16,-434.13818,0.1687
COC(C)CCC#N,19,-365.07806,0.3089
ON=C1C2C3NC1C23O,15,-453.80392,0.2418
CC(=O)NC1CC1,16,-325.7973,0.2717
OC1CCOC(=O)C1,16,-420.91797,0.2695
CC(O)C1=CN=C(C)O1,18,-439.12943,0.2367
C1OCC2=C(O1)C=CN2,16,-437.9099,0.2302
CC1CN2CC2CO1,19,-365.03772,0.307
CC1OC1(CN)C#N,16,-379.90524,0.2644
OC1COC2CC1C2,18,-384.91937,0.3083
CCCC(=NO)C#C,17,-363.79465,0.2097
OC1CCCC1C#N,17,-363.89304,0.2991
CCC(O)C(=O)C=O,16,-420.89542,0.1573
OC1CC(O)C1C=O,16,-420.85907,0.2258
CC#CC1=NNN=N1,12,-373.6651,0.2191
CC1CC(O)CC=C1,20,-349.02603,0.2656
OCC1CCCC1=O,18,-384.97717,0.2194
CCOCC(C)=NO,19,-402.1563,0.2554
C1C2OC3C4C3N1C24,15,-362.58398,0.2736
CC1=CN=C(O)C(=O)O1,14,-473.88644,0.1687
CCCC1CCCO1,22,-350.22464,0.3246
CC(C)C(C=O)C=O,18,-384.9606,0.1958
ON=C1C2C3C(O)C1N23,15,-453.82916,0.2347
NC1=C(O)C(O)=NC=N1,14,-470.08047,0.2144
CC(=O)N1C=NC=C1C,17,-418.0811,0.1897
CCN(C)C(=O)C#C,17,-363.85553,0.2194
O=COC1=COC(=O)N1,12,-509.8186,0.2033
CC1=NC=CN=C1F,13,-402.80713,0.2114
CC(C)CC1CCC1,24,-314.27307,0.3631
O=C(CN1CC1)C#N,14,-378.6987,0.1764
CNC(CC=O)C#N,16,-379.92975,0.1988
CCC1=CNC(C=O)=C1,18,-402.01575,0.1812
CC(C)(C)O,15,-233.56062,0.3265
CN1C(CO)C1C#N,16,-379.8899,0.2595
NC1=CNC(CC=O)=C1,17,-418.04663,0.1568
CC(C)C(=O)NC=N,18,-381.17105,0.2379
CC1CC(C)(C)C1O,22,-350.2055,0.3202
NC1=CNC(O)=C1C#N,14,-432.91718,0.2034
CC1=CC2=C(OCC2)O1,17,-421.85178,0.2162
O1C=CN2N=CN=C12,11,-393.5952,0.2374
CNC1=NC=C(C)C=N1,18,-398.20074,0.1843
CN1C(O)=NC(C)=C1N,18,-435.31284,0.2449
N#CCCCC1CC1,19,-327.93652,0.3239
CC1CCCOCC1,22,-350.21747,0.3243
O=CC1CC1C#N,12,-323.38583,0.2263
CC1(OC1C#C)C#N,13,-361.41714,0.2661
C1CN1C12CC1OC2,17,-363.7733,0.2919
N#CC12C3C4C1N4C23,12,-340.26828,0.2397
OC1=CC=C(N1)N1CC1,17,-418.00214,0.2286
CC12CCC1C=CC2,20,-311.87885,0.2616
CNC1=C(N)N=C(O)O1,16,-471.22955,0.2247
CC1(C)COC1CO,20,-386.1232,0.3086
CC1=CC2=CN=CN2C1,17,-380.9257,0.1803
ON=C(C1CC1)C1CC1,20,-403.08075,0.2368
NC1=NC=NN1,10,-297.5547,0.255
COCC(=O)CO,15,-382.77347,0.2343
C1OC2CC3NC3C12,17,-363.82483,0.3016
OCC1C2CC1CC2,20,-348.98776,0.3387
CC1CCN=COC1,19,-365.0742,0.2595
CC1CC2(CC2)C1=O,18,-347.80826,0.2156
CC1CCCCC1,21,-275.02032,0.374
CCC1(CO)CO1,17,-346.83237,0.3314
CCC1C2CC1(C)O2,20,-348.948,0.3143
CN1C=CC(=O)C(O)=C1,16,-437.95047,0.1851
C#CC#CC12CC1OC2,15,-383.38947,0.2039
COC1=NN(C)C=N1,15,-395.99988,0.2381
CC12CC3OC1C3N2,17,-363.81168,0.3051
O=C1CCC11CC1,15,-308.51718,0.2191
CC1=NOC(CN)=N1,15,-395.98615,0.234
OC1=NC=C(O1)C#C,11,-397.40317,0.1979
O=CN1C=NNC1=O,11,-430.7754,0.1999
N#CC1COC11CC1,15,-362.637,0.2647
CC(C)OC(N)=O,16,-362.97278,0.3242
COC(C)C(F)(F)F,15,-531.3044,0.352
CC1=C(OC=C1N)C#N,15,-416.85208,0.1847
CC1CCCCC1=O,20,-349.05524,0.2242
NC1=CC(N)=CC(=O)N1,16,-434.14752,0.1886
O=C(C#C)C1=NC=CO1,12,-435.48605,0.1776
NC1=C(N)C(=O)NC=C1,16,-434.14526,0.1716
O1N=NN2C=NN=C12,9,-425.6154,0.1939
ON=C1CNC(=O)C1,14,-415.86346,0.2392
CCC1=CC(C=O)=CO1,17,-421.87756,0.1867
NC1=CC(=O)COC1,15,-399.82742,0.192
CC#CC1=NC(C)=CO1,16,-400.7701,0.1961
OC12CCC1C2C#N,15,-362.6454,0.2963
OCCC1CN1C=O,17,-400.98288,0.2533
OC(C=O)C1=CN=CN1,15,-453.98505,0.1797
N#CC1C2OCOC12,13,-398.5786,0.2775
CC1=C(N)NC=NC1=O,16,-434.13272,0.203
C1=NC2C3N=CN1C23,13,-357.6077,0.2024
OC1CC1CCC=O,18,-384.9288,0.2275
CNC1=NC(C)=NN1,16,-376.13596,0.2529
CC(N)C(F)(F)F,13,-472.14594,0.3237
CN1C=C(C=O)N=C1C,17,-418.06726,0.2054
CC1COCC(C)O1,20,-386.15158,0.3242
COC1=COC(=O)C=C1,15,-457.8061,0.1633
O=CNC1=CNN=C1,13,-394.81943,0.2256
N#CC1C2CCOC12,15,-362.66367,0.2761
CC1=CN=C(NC=N)O1,16,-434.10388,0.2054
ON=C1C2CC1(O2)C=O,14,-473.6896,0.2064
COCCN1CC1C,21,-366.21872,0.317
CCC1OC11CCC1,20,-348.985,0.3324
