SMILES,num_atoms,U0,gap
CC(C)N1CC1,17,-251.73155,0.3196
CC(O)C1CC1,16,-271.6199,0.3376
CC(O)C1CN1,15,-287.66147,0.2983
CC(O)C1CO1,14,-307.54547,0.351
C1CC11CCC1,16,-234.47258,0.3562
C1CC11CCO1,14,-270.3943,0.3051
C1CC11COC1,14,-270.3898,0.3106
C1NC11COC1,13,-286.43115,0.3037
C1OC11CCC1,14,-270.39954,0.3343
C1OC11COC1,12,-306.31393,0.3209
C1C2CC1C=C2,14,-233.26016,0.2404
C1C2OC1C=C2,12,-269.17563,0.2354
C1C2CC1CC2,16,-234.49118,0.3879
C1C2CC1OC2,14,-270.40704,0.3339
C1C2CCC1O2,14,-270.4112,0.335
CC1C2CC1C2,16,-234.44774,0.3939
CC1C2CC1O2,14,-270.35956,0.3232
OC1C2CC1C2,14,-270.3751,0.3278
OC1C2CC1O2,12,-306.28632,0.3019
C1CC=CCO1,14,-270.43582,0.2671
C1CCC=CC1,16,-234.52063,0.268
C1COC=NC1,13,-286.50455,0.2732
C1CCCCC1,18,-235.7295,0.3783
C1CCOCC1,16,-271.64627,0.3324
C1COCCO1,14,-307.56073,0.3304
C1COCOC1,14,-307.56876,0.3513
C1CC2CCC12,16,-234.47092,0.3476
C1CC2OCC12,14,-270.39374,0.3159
C1OC2COC12,12,-306.31314,0.3068
CC1C2CCC12,16,-234.46938,0.3413
CC1C2COC12,14,-270.38495,0.3148
OC1C2CCC12,14,-270.39447,0.3221
OC1C2COC12,12,-306.30847,0.2971
C1C2CC=CC12,14,-233.29362,0.2495
C1C2OC=NC12,11,-285.28,0.2608
C1C=CC2NC12,13,-249.332,0.247
C1C=CC2OC12,12,-269.2157,0.2477
C1C2CCCC12,16,-234.50308,0.3524
C1C2CCOC12,14,-270.41785,0.3186
C1C2COCC12,14,-270.4224,0.3407
C1C2OCOC12,12,-306.33484,0.3209
C1CC2OC2C1,14,-270.43085,0.3533
C1OCC2NC12,13,-286.46063,0.3149
C1OCC2OC12,12,-306.3441,0.3521
N=C1OC2CC12,11,-285.25555,0.2804
O=C1CC2CC12,12,-269.22156,0.2329
O=C1CC2CN12,11,-285.26715,0.2378
O=C1CC2NC12,11,-285.25388,0.2224
O=C1CC2OC12,10,-305.1345,0.2179
O=C1CN2CC12,11,-285.2559,0.225
O=C1NC2CC12,11,-285.27924,0.2561
O=C1OC2CC12,10,-305.1592,0.2794
CC1CC2CC12,16,-234.47081,0.3435
CC1CC2OC12,14,-270.39432,0.3397
CC1OC2CC12,14,-270.38937,0.3204
OC1CC2CC12,14,-270.39645,0.3269
OC1CC2NC12,13,-286.43845,0.3133
OC1CC2OC12,12,-306.32047,0.3294
OC1CN2CC12,13,-286.43253,0.2971
C1C2C3CC2C13,14,-233.21748,0.3958
C1C2C3CN2C13,13,-249.24867,0.324
C1C2C3OC2C13,12,-269.12958,0.3099
N1C2C3NC2C13,12,-265.28384,0.2876
N1C2C3OC2C13,11,-285.1607,0.2929
O1C2C3OC2C13,10,-305.03665,0.2942
C1CC1C1CC1,16,-234.46939,0.3399
C1CC1C1CO1,14,-270.3927,0.3534
C1CC1N1CC1,15,-250.50002,0.3114
C1NC1C1CN1,14,-266.55316,0.3032
C1NC1C1CO1,13,-286.43204,0.3238
C1OC1C1CO1,12,-306.3136,0.3373
C1C2C1C1CC21,14,-233.21913,0.2941
C1C2C1C1NC21,13,-249.25941,0.2857
C1C2C1C1OC21,12,-269.14465,0.2952
C1C2C1N1CC21,13,-249.25763,0.2917
N1C2C1C1NC21,12,-265.28903,0.2717
N1C2C1C1OC21,11,-285.174,0.2785
O1C2C1C1OC21,10,-305.05734,0.2955
C1C2C3C1CN23,13,-249.28047,0.3294
C1C2C3CC1C23,14,-233.24225,0.3515
C1C2C3CC1N23,13,-249.2921,0.3314
C1C2C3CN1C23,13,-249.26947,0.3121
C1C2C3OC1C23,12,-269.15494,0.3137
C12C3C1C1C2C31,12,-231.97565,0.3092
C12C3C1N1C2C31,11,-248.01857,0.2821
C1=CN=NC=C1,10,-264.2269,0.1826
C1=CN=NN=C1,9,-280.24835,0.186
C1=NN=CN=N1,8,-296.28546,0.1355
C1=NN=NC=N1,8,-296.29648,0.1627
C1=NN=NN=C1,8,-296.26562,0.166
CC1=CC=NN1,12,-265.44067,0.2577
CC1=CC=NO1,11,-285.2939,0.2456
CC1=CN=NN1,11,-281.47684,0.2527
CC1=CN=NO1,10,-301.33563,0.2351
CC1=CNN=C1,12,-265.4379,0.2601
CC1=CNN=N1,11,-281.47693,0.2526
CC1=CON=C1,11,-285.2884,0.247
CC1=CON=N1,10,-301.33258,0.2326
CC1=NC=NN1,11,-281.50507,0.2675
CC1=NC=NO1,10,-301.35928,0.2639
CC1=NNC=C1,12,-265.441,0.2689
CC1=NNC=N1,11,-281.50473,0.27
CC1=NNN=C1,11,-281.48294,0.2596
CC1=NNN=N1,10,-297.5236,0.264
CC1=NOC=C1,11,-285.2922,0.2566
CC1=NOC=N1,10,-301.35754,0.2687
CC1=NON=C1,10,-301.3164,0.26
CC1=NON=N1,9,-317.3611,0.25
CN1C=CC=N1,12,-265.43304,0.2625
CN1C=CN=N1,11,-281.46988,0.2591
CN1C=NC=N1,11,-281.49524,0.2716
CN1C=NN=C1,11,-281.48288,0.2659
CN1C=NN=N1,10,-297.5108,0.2678
CN1N=CC=N1,11,-281.47696,0.2577
CN1N=CN=N1,10,-297.51642,0.2662
CN1N=NN=N1,9,-313.53723,0.2723
NC1=CC=NN1,11,-281.48553,0.244
NC1=CC=NO1,10,-301.34357,0.2307
NC1=CN=NN1,10,-297.521,0.236
NC1=CN=NO1,9,-317.38647,0.2167
NC1=CNN=C1,11,-281.4806,0.2257
NC1=CNN=N1,10,-297.5236,0.217
NC1=CON=C1,10,-301.33075,0.2138
NC1=CON=N1,9,-317.3774,0.1965
NC1=NC=NN1,10,-297.5547,0.255
NC1=NC=NO1,9,-317.41388,0.249
NC1=NNC=C1,11,-281.48917,0.2353
NC1=NNC=N1,10,-297.5558,0.2332
NC1=NNN=C1,10,-297.53033,0.2241
NC1=NNN=N1,9,-313.57388,0.2194
NC1=NOC=C1,10,-301.3413,0.2357
NC1=NOC=N1,9,-317.40952,0.2309
NC1=NON=C1,9,-317.36453,0.2173
NC1=NON=N1,8,-333.41132,0.2038
O=C1NC=NN1,9,-317.44766,0.2421
O=C1NC=NO1,8,-337.30234,0.2527
O=C1NN=NN1,8,-333.46405,0.2325
O=C1NN=NO1,7,-353.32114,0.2397
O=C1OC=NO1,7,-357.17172,0.2672
O=C1ON=NO1,6,-373.17392,0.2469
OC1=CC=NN1,10,-301.3636,0.258
OC1=CNN=C1,10,-301.35742,0.2369
OC1=CNN=N1,9,-317.40283,0.2284
OC1=NC=NN1,9,-317.43442,0.2703
OC1=NNC=C1,10,-301.36926,0.2478
OC1=NNC=N1,9,-317.43304,0.2475
OC1=NNN=C1,9,-317.40854,0.2377
OC1=NNN=N1,8,-333.44937,0.2378
OC1=NOC=C1,9,-321.21967,0.2518
OC1=NOC=N1,8,-337.2839,0.2469
OC1=NON=N1,7,-353.28345,0.2227
CC#CC(C)=NO,14,-324.5193,0.2034
CC(CC#C)=NO,14,-324.50613,0.2556
CC(CC#N)=NO,13,-340.6137,0.2536
CC(CC=O)=NO,14,-361.6849,0.2077
CC(CCO)=NO,16,-362.87152,0.2523
CCCC(C)=NO,18,-326.95117,0.256
COCC(C)=NO,16,-362.86273,0.2552
CC(=NO)C(C)=NO,16,-416.98883,0.1952
CC(=NO)C(N)=O,13,-377.77344,0.215
CC(C)C(C)=NO,18,-326.95108,0.2581
CC(O)C(C)=NO,16,-362.8753,0.255
CC1CC(C1)=NO,16,-325.72998,0.2496
CN1CC(C1)=NO,15,-341.7594,0.2255
ON=C1CC(O)C1,14,-361.65332,0.2488
ON=C(C#C)C#C,10,-322.05774,0.1816
CCC(=NO)C#C,14,-324.50537,0.2072
OCC(=NO)C#C,12,-360.42172,0.2056
CCC(CC)=NO,18,-326.94952,0.2545
CCC(CO)=NO,16,-362.8727,0.2553
CC1CCC1=NO,16,-325.72992,0.2499
CC1NCC1=NO,15,-341.7676,0.2331
CC1OCC1=NO,14,-361.64832,0.2454
ON=C1CCC1O,14,-361.65225,0.2483
ON=C1CC=CC1,14,-324.55014,0.2457
ON=C1CCC=C1,14,-324.55508,0.1929
ON=C1CNC=C1,13,-340.60178,0.1751
ON=C1CCCC1,16,-325.75842,0.2505
ON=C1CCOC1,14,-361.67337,0.2511
CC(=NO)C1CC1,16,-325.72806,0.2442
CC(=NO)C1CN1,15,-341.76974,0.2333
CC(=NO)C1CO1,14,-361.6501,0.2432
ON=C1CC2CC12,14,-324.50244,0.2464
ON=C1CC2NC12,13,-340.53638,0.2402
ON=C1CC2OC12,12,-360.41855,0.2485
ON=C1CN2CC12,13,-340.5375,0.2344
FC(F)(F)C#C,7,-414.35165,0.3188
FC(F)(F)C#N,6,-430.44806,0.3587
FC(F)(F)C=O,7,-451.52896,0.2243
NCC(F)(F)F,10,-432.85287,0.3268
OCC(F)(F)F,9,-452.72803,0.3488
CCC(F)(F)F,11,-416.81488,0.4465
CC1=CC(C)=CN1,16,-288.691,0.2421
CC1=CC(C)=CO1,15,-308.56204,0.2359
CC1=CC(N)=CN1,15,-304.73422,0.2239
CC1=CC(N)=CO1,14,-324.60562,0.22
CC1=CC(O)=CN1,14,-324.61218,0.229
CC1=CC(O)=CO1,13,-344.4821,0.2243
CC1=CNC(N)=C1,15,-304.73535,0.2383
CC1=CNC(O)=C1,14,-324.6142,0.2458
CC1=CNC(O)=N1,13,-340.68613,0.2542
CC1=COC(N)=C1,14,-324.60837,0.2261
CC1=COC(N)=N1,13,-340.67896,0.2377
CC1=COC(O)=N1,12,-360.5533,0.2473
CC1=NC(C)=CN1,15,-304.75577,0.2457
CC1=NC(C)=CO1,14,-324.6277,0.2414
CC1=NC(N)=CO1,13,-340.67474,0.2145
CC1=NC(O)=CN1,13,-340.68384,0.2263
CC1=NC(O)=CO1,12,-360.55402,0.2221
NC1=CC(N)=CN1,14,-320.77863,0.225
NC1=CC(N)=CO1,13,-340.65225,0.2213
NC1=CC(O)=CN1,13,-340.6566,0.2293
NC1=CC(O)=CO1,12,-360.5289,0.2232
NC1=CNC(O)=C1,13,-340.6575,0.2342
NC1=CNC(O)=N1,12,-356.7328,0.2361
NC1=COC(O)=N1,11,-376.60095,0.2299
NC1=NC(N)=CO1,12,-356.72614,0.2236
NC1=NC(O)=CN1,12,-356.73218,0.2281
NC1=NC(O)=CO1,11,-376.60565,0.2288
OC1=CC(O)=CN1,12,-360.53516,0.2362
OC1=NC(O)=CN1,11,-376.6132,0.2431
CC1=CC=C(C)N1,16,-288.69293,0.2342
CC1=CC=C(C)O1,15,-308.56592,0.2289
CC1=CC=C(N)N1,15,-304.73718,0.2317
CC1=CC=C(N)O1,14,-324.61157,0.2186
CC1=CC=C(O)N1,14,-324.61578,0.2364
CC1=CN=C(C)O1,14,-324.62906,0.2372
CC1=CN=C(N)O1,13,-340.67972,0.2315
CC1=CN=C(O)N1,13,-340.6854,0.2474
CC1=CN=C(O)O1,12,-360.5574,0.2425
CC1=NC=C(N)O1,13,-340.67398,0.2217
CC1=NC=C(O)N1,13,-340.67645,0.2404
NC1=CC=C(N)N1,14,-320.7811,0.2327
NC1=CC=C(N)O1,13,-340.6562,0.2189
NC1=CC=C(O)N1,13,-340.6596,0.2395
NC1=CC=C(O)O1,12,-360.5342,0.227
NC1=CN=C(N)O1,12,-356.72403,0.232
NC1=CN=C(O)N1,12,-356.7287,0.2464
NC1=CN=C(O)O1,11,-376.60217,0.2432
OC1=CC=C(O)N1,12,-360.53696,0.2363
OC1=CN=C(O)N1,11,-376.60535,0.2479
CC1=CNC(=O)N1,13,-340.7029,0.2337
CC1=CNC(=O)O1,12,-360.57645,0.2397
CC1=COC(=O)N1,12,-360.57446,0.2418
CC1=COC(=O)O1,11,-380.44687,0.2538
NC1=CNC(=O)N1,12,-356.74576,0.2338
NC1=CNC(=O)O1,11,-376.62085,0.2378
NC1=COC(=O)N1,11,-376.61765,0.2427
NC1=COC(=O)O1,10,-396.49152,0.2512
OC1=CNC(=O)N1,11,-376.6225,0.2345
OC1=CNC(=O)O1,10,-396.4982,0.2489
OC1=COC(=O)O1,9,-416.3673,0.2605
CN1C=CC(C)=C1,16,-288.681,0.2455
CN1C=CC(N)=C1,15,-304.72443,0.2244
CN1C=CC(O)=C1,14,-324.60245,0.2317
CN1C=NC(C)=C1,15,-304.74393,0.249
CN1C=NC(N)=C1,14,-320.79135,0.2207
CN1C=NC(O)=C1,13,-340.67242,0.229
O=C1C=CNC=C1,12,-323.43326,0.2043
O=C1C=CNC=N1,11,-339.489,0.2039
O=C1C=COC=C1,11,-343.29654,0.1998
O=C1C=COC=N1,10,-359.35458,0.2076
O=C1N=COC=N1,9,-375.41034,0.2136
N=C1OC=CC=C1,12,-323.408,0.167
N=C1OC=CC=N1,11,-339.456,0.1678
N=C1OC=CN=C1,11,-339.45007,0.164
N=C1OC=NC=C1,11,-339.46588,0.1815
N=C1OC=NC=N1,10,-355.51678,0.1854
O=C1NC=CC=C1,12,-323.44897,0.1783
O=C1NC=CC=N1,11,-339.49875,0.1806
O=C1NC=CN=C1,11,-339.48987,0.1713
O=C1NC=NC=C1,11,-339.5041,0.1966
O=C1NC=NC=N1,10,-355.55682,0.1996
O=C1OC=CC=C1,11,-343.3122,0.1788
O=C1OC=CC=N1,10,-359.36127,0.1844
O=C1OC=CN=C1,10,-359.3514,0.1722
O=C1OC=NC=C1,10,-359.36905,0.1966
O=C1OC=NC=N1,9,-375.4208,0.2008
CC1=CC=CC=C1,15,-271.4586,0.2407
CC1=CC=NC=C1,14,-287.5072,0.2312
CC1=CN=CC=C1,14,-287.5064,0.2272
CC1=CN=CC=N1,13,-303.55322,0.1969
CC1=CN=CN=C1,13,-303.55685,0.2099
CC1=NC=CC=C1,14,-287.5088,0.2276
CC1=NC=CC=N1,13,-303.5609,0.2082
CC1=NC=CN=C1,13,-303.55322,0.1969
CC1=NC=NC=C1,13,-303.56036,0.2122
CC1=NC=NC=N1,12,-319.61514,0.2184
NC1=CC=CC=C1,14,-287.5093,0.2077
NC1=CN=CC=C1,13,-303.55667,0.1987
NC1=CN=CC=N1,12,-319.6107,0.1881
NC1=CN=CN=C1,12,-319.60675,0.1943
NC1=NC=CC=C1,13,-303.56644,0.2008
NC1=NC=CC=N1,12,-319.62442,0.1989
NC1=NC=CN=C1,12,-319.6107,0.1881
NC1=NC=NC=C1,12,-319.62155,0.218
NC1=NC=NC=N1,11,-335.6831,0.2191
OC1=CC=CC=C1,13,-307.38766,0.2201
OC1=CC=NC=C1,12,-323.43777,0.2417
OC1=CN=CC=C1,12,-323.43356,0.2118
OC1=CN=CC=N1,11,-339.4913,0.2013
OC1=CN=CN=C1,11,-339.4829,0.2084
OC1=NC=CC=C1,12,-323.44882,0.2133
OC1=NC=CC=N1,11,-339.50137,0.2146
OC1=NC=CN=C1,11,-339.4913,0.2013
OC1=NC=NC=C1,11,-339.50177,0.2284
OC1=NC=NC=N1,10,-355.55707,0.2238
CC1=C(C)C=CN1,16,-288.69006,0.2415
CC1=C(C)C=CO1,15,-308.56107,0.2348
CC1=C(C)N=CN1,15,-304.7526,0.2443
CC1=C(C)N=CO1,14,-324.625,0.2382
CC1=C(N)C=CN1,15,-304.73337,0.2267
CC1=C(N)C=CO1,14,-324.6044,0.2175
CC1=C(N)N=CO1,13,-340.67148,0.2099
CC1=C(N)NC=C1,15,-304.73523,0.248
CC1=C(N)OC=C1,14,-324.6066,0.2209
CC1=C(N)OC=N1,13,-340.67004,0.2398
CC1=C(O)C=CN1,14,-324.61252,0.2278
CC1=C(O)C=CO1,13,-344.4819,0.2208
CC1=C(O)N=CN1,13,-340.6813,0.224
CC1=C(O)N=CO1,12,-360.55145,0.2168
CC1=C(O)NC=C1,14,-324.61316,0.2353
CC1=C(O)NC=N1,13,-340.67395,0.2407
NC1=C(N)C=CO1,13,-340.652,0.2168
NC1=C(N)N=CO1,12,-356.7161,0.2186
NC1=C(O)C=CN1,13,-340.65665,0.2349
NC1=C(O)C=CO1,12,-360.5256,0.2153
NC1=C(O)N=CN1,12,-356.72507,0.2308
NC1=C(O)N=CO1,11,-376.59406,0.2146
NC1=C(O)NC=C1,13,-340.659,0.2392
NC1=C(O)NC=N1,12,-356.7225,0.2385
NC1=C(O)OC=C1,12,-360.52664,0.2165
OC1=C(O)C=CN1,12,-360.53308,0.232
OC1=C(O)N=CN1,11,-376.59967,0.2198
CC1=CNC=C1C,16,-288.68893,0.2512
CC1=CNC=C1N,15,-304.73233,0.2329
CC1=CNC=C1O,14,-324.61023,0.2382
CC1=COC=C1C,15,-308.55786,0.243
CC1=COC=C1N,14,-324.60162,0.2272
NC1=CNC=C1N,14,-320.7763,0.2348
NC1=CNC=C1O,13,-340.65512,0.23
NC1=COC=C1N,13,-340.646,0.2312
OC1=CNC=C1O,12,-360.5312,0.2395
CN1C=CC=C1C,16,-288.6823,0.2421
CN1C=CC=C1N,15,-304.72745,0.2363
CN1C=CC=C1O,14,-324.60605,0.24
CN1C=CN=C1C,15,-304.7445,0.2471
CN1C=CN=C1O,13,-340.6758,0.2485
CN1C=NC=C1C,15,-304.74283,0.2483
CN1C=NC=C1O,13,-340.6649,0.2454
CN1C=CNC1=O,13,-340.6934,0.2293
CN1C=COC1=O,12,-360.56424,0.2355
C#CC1=CC=CN1,12,-286.24844,0.202
C#CC1=CC=CO1,11,-306.11353,0.1969
C#CC1=CN=CN1,11,-302.30618,0.208
C#CC1=CN=CO1,10,-322.17264,0.203
C#CC1=NC=CN1,11,-302.3039,0.2049
C#CC1=NC=CO1,10,-322.1697,0.2013
N#CC1=CC=CN1,11,-302.35394,0.2101
N#CC1=CC=CO1,10,-322.21622,0.2057
N#CC1=CN=CN1,10,-318.4098,0.2175
N#CC1=CN=CO1,9,-338.27316,0.214
N#CC1=NC=CN1,10,-318.40652,0.2111
N#CC1=NC=CO1,9,-338.26898,0.208
C#CC1=CNC=C1,12,-286.2469,0.2222
C#CC1=CNC=N1,11,-302.3038,0.2231
C#CC1=COC=C1,11,-306.11215,0.2173
C#CC1=COC=N1,10,-322.17056,0.2184
N#CC1=CNC=C1,11,-302.355,0.2296
N#CC1=CNC=N1,10,-318.40967,0.2339
N#CC1=COC=C1,10,-322.21756,0.224
N#CC1=COC=N1,9,-338.27356,0.2302
O=CC1=CC=CN1,12,-323.42868,0.1863
O=CC1=CC=CO1,11,-343.2928,0.1894
